Hunter Slimline 8kw double door,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/1_large_450x325.jpg
Morso Squirrel 5kw- ribbed sides,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/2_large_450x333.jpg
Valor Willow 4.5kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/3_large_450x322.jpg
Stovax Brunel 1A 4kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/5_large_450x314.jpg
Morso 04 5kw Defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010670_1200_large_450x337.JPG
Cleanburn Lovenholme 5kw Defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010373_large_450x337.JPG
P1020175,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020175_large_450x337.JPG
Stovax Stockton 4 with smoke kit,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010688_large_450x600.JPG
Stovax View  5kw defra stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010709_large_450x337.JPG
DSC02175,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/DSC02175_large_450x599.jpg
Stovax Stockton 7kw woodburner,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010631_1200_large_450x337.JPG
P1010664_1200,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010664_1200_large_450x337.JPG
P1010651_1200,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010651_1200_large_450x600.JPG
Stovax Stockton 4kw defra approved multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020119_large_450x337.JPG
Morso Squirrel 5kw defra approved muti fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010654_1200_large_450x337.JPG
Classic 5kw Villaer,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010793_large_450x337.JPG
Brosely Serrano 5k defra exempt,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010780_large_450x337.JPG
P1010428,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010428_large_450x599.JPG
P1010531,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010531_large_450x337.JPG
P1010552,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010552_large_450x337.JPG
Morso Squirrel 5kw defra approved multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010672_1200_large_450x337.JPG
Morso Squirrel 5kw Defra Approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010732_large_450x600.JPG
Stovax Stockton 5kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010875_large_450x337.jpg
Esse 100 SE defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010841_large_450x600.JPG
Morso Squirrel 5kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010781_large_450x337.JPG
Morso Badger 5kw defra approved stove with wood store,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010854_large_450x337.JPG
Morso 1448 4kw defra approved stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020124_large_450x337.JPG
Stovax Stockton 5kw woodburner only,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010772_large_450x337.JPG
Aarow Ecoburn 5kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010779_large_450x337.JPG
Harmony 13 5kw multi fuel defra approved stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010771_large_450x337.JPG
Morso O4 defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010090_large_450x391.JPG
P1010711,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010711_large_450x337.JPG
Stovax Stockton 5kw with smoke kit,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010714_large_450x600.JPG
Sirius 405 CB 5kw defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020131_large_450x337.JPG
Stovax Stockton 5kw with hood,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010678_1200_large_450x337.JPG
Stovax Riva 40 5kw defra approved cassette stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010113_large_450x538.JPG
Stovax Riva cassette stove 4.9kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/7_large_450x751.jpg
Saey Fenix Vitro 90 Flatline 12kw cassette stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/12w_Designer_Cassette_Stove_large_450x337.JPG
Stovax Riva cassette stove 4.9kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010663_1200_large_450x337.JPG
Stovax Riva Studio One,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010867_large_450x337.jpg
Esse 301 5kw defra approved inset stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020123_large_450x337.JPG
Esse 301 5kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010851_large_450x337.JPG
Stovax Milner Inset 5kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010864_large_450x337.JPG
Stovax Milner 5kw woodburning only,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010874_large_450x337.jpg
Stove fitted to conservatory fireplace,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010419_large_450x337.JPG
Nova twin wall 135 t with soot trap, boxed in fireproof plasterboard,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010418_large_450x599.JPG
Nova Twinwall through conservatory wall up through house and exiting on main roof,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010420_large_450x337.JPG
Firefox Five 5kw Defra exempt with Nova twin wall solid flu in artists studio,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010556_large_450x600.JPG
Firefox 5kw wit wood store,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010557_large_450x600.JPG
Aesthetically pleasing installation,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010558_large_450x337.JPG
Warmth while you work,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010559_large_450x337.JPG
Studio stove in situ,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010560_large_450x337.JPG
Nova corrugated flashig kit,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010555_large_450x337.JPG
Nova Twinwall,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010554_large_450x337.JPG
P1010679,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010679_large_450x600.JPG
P1010680,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010680_large_450x599.JPG
Lead flashing kit,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010682_large_450x337.JPG
Franco Belge NK2 8kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/stove_and_mali_feb_005_large_450x337.jpg
Vitreous enamel into Nova twinwall flu system,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/stove_and_mali_feb_009__1__large_450x600.jpg
External Stainless Flu,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010110_large_393x1000.JPG
Neggara twin wall flu system, 135T with soot trap, wall bracket and sleeve,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010111_large_450x477.JPG
Neggara Twinwall with rain cap and wall brackets,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010112_large_450x599.JPG
DSC03435,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/DSC03435_large_450x600.JPG
Nova Twinwall flu system in black,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/DSC03442_large_450x600.JPG
Anti Downdraft rain cap for twinwall system,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/DSC03431_large_450x600.JPG
P1010852,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010852_large_450x600.JPG
Nover twinwall tapered starter pipe,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010853_large_450x600.JPG
Saey 200,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020031_large_450x600.JPG
Stovax Riva Vision 5kw defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010876_large_450x600.jpg
Flat roof twin wall flashing kit, storm collar and rain cap,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010877_large_450x337.jpg
Twin wall flexi flu installation 150mm,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010686_large_450x600.JPG
Morso 7600 6.2kw woodburner,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010788_large_450x337.JPG
Morso 7600 6.2 woodburner with brick built logstore,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010789_large_450x337.JPG
Morso woodburner and logstore,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010790_large_450x600.JPG
Firefox 8kw Defra exempt,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020141_large_450x600.JPG
Twin Wall Flu 135 T piece with soot trap,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020142_large_450x337.JPG
Twinwall flu system with offset around window and guttering with universal roof support,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020143_large_450x600.JPG
Aarow Ecoburn 5 with vitreous enamel pipe going into Nova 135 T,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020117_large_450x600.JPG
P1020118,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020118_large_450x600.JPG
Stovax Brunel 6kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010773_large_450x337.JPG
Stovax Stockton 5kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010689_large_450x337.JPG
Aga Little Wenlock SE 5kw defra approved multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020122_large_450x337.JPG
Esse MF 200,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020189_large_450x337.JPG
Stovax Huntington 25 4.9kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020190_large_450x337.JPG
Clearview Vision 600,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010687_large_450x337.JPG
Villager 7kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010109_large_450x410.JPG
Morso Badger Convection 5kw multi fuel stove.  Defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020120_large_450x337.JPG
Clearview Vision 500,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010778_large_450x337.JPG
Stovax Stockton 5kw,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010584_1200_large_450x337.JPG
Vitreous stove pipe and register plate,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010583_1200_large_450x337.JPG
Rais Viva revolving 4.7kw defra approved,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010855_large_450x600.JPG
Rais Viva revolving 4.7kw defra approved woodburner,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010856_large_450x600.JPG
Firebelly FB1DS 6kw double fronted stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010861_large_450x337.JPG
Firebelly 6kw double frontedb stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010862_large_450x337.JPG
Stovax Stockton 8kw double fronted stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010839_large_450x337.JPG
Stovax double fronted stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010840_large_450x337.JPG
Breakout and expose original fireplace, fit lintel, render/plaster,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010873_large_450x337.jpg
Morso Squirell,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010881_large_450x337.jpg
Break out existing chamber and enlarge ready for stove install,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020192_large_450x337.JPG
Fit Oak lintel and render chamber,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020193_large_450x337.JPG
Stovax Huntington 25 4.9kw with smoke kit,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020194_large_450x337.JPG
Slate tiled hearth with Stovax Stockton 5kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020080_large_450x337.JPG
Pot hanging cowl,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020081_large_450x600.JPG
Remove 1950,s style fireplace,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020137_large_450x337.JPG
Fit lintel and render/plaster and lay slate hearth prior to stove installation,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020138_large_450x337.JPG
Stovax Stockton 5,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020186_large_450x337.JPG
Multi Fuel rain cap with bird cowl,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010626_1000_large_450x337.JPG
Nice view from here,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010627_1200_large_450x337.JPG
Rain cowl and bird guard,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/6_large_450x337.jpg
Nova 150mm twin wall flu system,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/4_large_450x646.jpg
Nova twinwall flu with lead flashing kit and raincap,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010792_large_450x337.JPG
